seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	180018782	180019036	255	*	X21389	92304	180017105	180018487	1383	-	294	upstream	294	SCGB3A1
chr5	180076696	180076755	60	*	X21391	2324	180028506	180076624	48119	-	71	upstream	71	FLT4
chr5	180257852	180258046	195	*	X21396	729678	180257957	180262726	4770	+	0	overlapStart	0	LINC00847
chr5	180631858	180631992	135	*	X21423	81786	180620924	180632177	11254	-	0	inside	184	TRIM7
chr5	180632344	180632352	9	*	X21424	81786	180620924	180632177	11254	-	166	upstream	166	TRIM7
chr5	180632173	180632306	134	*	X21425	81786	180620924	180632177	11254	-	0	overlapStart	0	TRIM7
chr5	180632173	180632352	180	*	X21426	81786	180620924	180632177	11254	-	0	overlapStart	0	TRIM7
chr6	1312363	1312467	105	*	X21435	94234	1312675	1314993	2319	+	207	upstream	207	FOXQ1
chr6	1312903	1313052	150	*	X21436	94234	1312675	1314993	2319	+	0	inside	227	FOXQ1
chr6	1388997	1389116	120	*	X21453	2295	1390069	1395832	5764	+	952	upstream	952	FOXF2
chr6	1389342	1389370	29	*	X21454	2295	1390069	1395832	5764	+	698	upstream	698	FOXF2
chr6	1609219	1609227	9	*	X21466	2296	1610681	1614129	3449	+	1453	upstream	1453	FOXC1
chr6	1609325	1609563	239	*	X21467	2296	1610681	1614129	3449	+	1117	upstream	1117	FOXC1
chr6	1609609	1609863	255	*	X21468	2296	1610681	1614129	3449	+	817	upstream	817	FOXC1
chr6	1609988	1610148	161	*	X21469	2296	1610681	1614129	3449	+	532	upstream	532	FOXC1
chr6	1610746	1610748	3	*	X21470	2296	1610681	1614129	3449	+	0	inside	64	FOXC1
chr6	3228783	3228947	165	*	X21476	347733	3224495	3227968	3474	-	814	upstream	814	TUBB2B
chr6	3229233	3229412	180	*	X21477	347733	3224495	3227968	3474	-	1264	upstream	1264	TUBB2B
chr6	3229518	3229802	285	*	X21478	347733	3224495	3227968	3474	-	1549	upstream	1549	TUBB2B
chr6	3457584	3457752	169	*	X21487	63027	3269207	3456793	187587	-	790	upstream	790	SLC22A23
chr6	3458593	3458695	103	*	X21488	63027	3269207	3456793	187587	-	1799	upstream	1799	SLC22A23
chr6	3753300	3753404	105	*	X21489	221749	3722836	3752246	29411	-	1053	upstream	1053	PXDC1
chr6	6320630	6320779	150	*	X21514	2162	6144311	6320924	176614	-	0	inside	144	F13A1
chr6	7106824	7106899	76	*	X21515	6239	7107830	7252213	144384	+	930	upstream	930	RREB1
chr6	7107110	7107499	390	*	X21516	6239	7107830	7252213	144384	+	330	upstream	330	RREB1
chr6	7107590	7107697	108	*	X21517	6239	7107830	7252213	144384	+	132	upstream	132	RREB1
chr6	7726167	7726451	285	*	X21524	654	7727011	7881961	154951	+	559	upstream	559	BMP6
chr6	7727142	7727152	11	*	X21525	654	7727011	7881961	154951	+	0	inside	130	BMP6
chr6	7727142	7727235	94	*	X21526	654	7727011	7881961	154951	+	0	inside	130	BMP6
chr6	7727301	7727411	111	*	X21527	654	7727011	7881961	154951	+	0	inside	289	BMP6
chr6	10410375	10410569	195	*	X21551	100130275	10412551	10416402	3852	+	1981	upstream	1981	TFAP2A-AS1
chr6	10411560	10411904	345	*	X21552	100130275	10412551	10416402	3852	+	646	upstream	646	TFAP2A-AS1
chr6	11043273	11043407	135	*	X21566	100506409	11043991	11079377	35387	+	583	upstream	583	ELOVL2-AS1
chr6	11043273	11043407	135	*	X21567	100506409	11043991	11079377	35387	+	583	upstream	583	ELOVL2-AS1
chr6	11043918	11044012	95	*	X21568	100506409	11043991	11079377	35387	+	0	overlapStart	0	ELOVL2-AS1
chr6	11043918	11044322	405	*	X21569	100506409	11043991	11079377	35387	+	0	overlapStart	0	ELOVL2-AS1
chr6	11044998	11045207	210	*	X21570	54898	10980993	11044624	63632	-	373	upstream	373	ELOVL2
chr6	11536871	11537005	135	*	X21571	100113407	11538460	11583757	45298	+	1454	upstream	1454	TMEM170B
chr6	11538611	11538745	135	*	X21572	100113407	11538460	11583757	45298	+	0	inside	150	TMEM170B
chr6	13489644	13489701	58	*	X21585	54438	13363587	13487869	124283	-	1774	upstream	1774	GFOD1
chr6	13489644	13489778	135	*	X21586	54438	13363587	13487869	124283	-	1774	upstream	1774	GFOD1
chr6	13924553	13924576	24	*	X21587	221687	13924677	13980240	55564	+	100	upstream	100	RNF182
chr6	16238643	16238799	157	*	X21591	2766	16238811	16295780	56970	+	11	upstream	11	GMPR
chr6	16239003	16239182	180	*	X21592	2766	16238811	16295780	56970	+	0	inside	191	GMPR
chr6	16239003	16239182	180	*	X21593	2766	16238811	16295780	56970	+	0	inside	191	GMPR
chr6	17102313	17102409	97	*	X21596	401236	17102489	17131603	29115	+	79	upstream	79	STMND1
chr6	17102313	17102507	195	*	X21597	401236	17102489	17131603	29115	+	0	overlapStart	0	STMND1
chr6	17281543	17281543	1	*	X21600	221662	17281809	17294099	12291	+	265	upstream	265	RBM24
chr6	17281963	17282502	540	*	X21601	221662	17281809	17294099	12291	+	0	inside	153	RBM24
chr6	17281963	17282502	540	*	X21602	221662	17281809	17294099	12291	+	0	inside	153	RBM24
chr6	19836457	19836576	120	*	X21607	3400	19837601	19842431	4831	+	1024	upstream	1024	ID4
chr6	24494822	24494941	120	*	X21609	7915	24495197	24537435	42239	+	255	upstream	255	ALDH5A1
chr6	26501293	26501427	135	*	X21616	696	26501458	26510652	9195	+	30	upstream	30	BTN1A1
chr6	26501293	26501427	135	*	X21617	696	26501458	26510652	9195	+	30	upstream	30	BTN1A1
chr6	26501473	26501592	120	*	X21618	696	26501458	26510652	9195	+	0	inside	14	BTN1A1
chr6	26501473	26501592	120	*	X21619	696	26501458	26510652	9195	+	0	inside	14	BTN1A1
chr6	27279765	27280004	240	*	X21632	94026	27276842	27280011	3170	-	0	inside	6	POM121L2
chr6	27279765	27280004	240	*	X21633	94026	27276842	27280011	3170	-	0	inside	6	POM121L2
chr6	28192029	28192090	62	*	X21660	7746	28193029	28201264	8236	+	938	upstream	938	ZSCAN9
chr6	35182345	35182599	255	*	X21871	222663	35182190	35218609	36420	+	0	inside	154	SCUBE3
chr6	35744569	35744671	103	*	X21881	389383	35744392	35747329	2938	+	0	inside	176	CLPSL2
chr6	36355582	36355776	195	*	X21885	51513	36321998	36355577	33580	-	4	upstream	4	ETV7
chr6	36355582	36355776	195	*	X21886	51513	36321998	36355577	33580	-	4	upstream	4	ETV7
chr6	36806942	36807121	180	*	X21901	57699	36708555	36807220	98666	-	0	inside	98	CPNE5
chr6	36806942	36807121	180	*	X21902	57699	36708555	36807220	98666	-	0	inside	98	CPNE5
chr6	36807242	36807366	125	*	X21903	57699	36708555	36807220	98666	-	21	upstream	21	CPNE5
chr6	36807242	36807582	341	*	X21904	57699	36708555	36807220	98666	-	21	upstream	21	CPNE5
chr6	36808045	36808381	337	*	X21905	57699	36708555	36807220	98666	-	824	upstream	824	CPNE5
chr6	36807827	36808381	555	*	X21906	57699	36708555	36807220	98666	-	606	upstream	606	CPNE5
chr6	37665641	37665666	26	*	X21931	266727	37600284	37665766	65483	-	0	inside	99	MDGA1
chr6	37667347	37667466	120	*	X21932	266727	37600284	37665766	65483	-	1580	upstream	1580	MDGA1
chr6	38682626	38682760	135	*	X21945	1769	38683117	38998574	315458	+	356	upstream	356	DNAH8
chr6	38683136	38683162	27	*	X21946	1769	38683117	38998574	315458	+	0	inside	18	DNAH8
chr6	39015280	39015444	165	*	X21947	2740	39016557	39055520	38964	+	1112	upstream	1112	GLP1R
chr6	39015280	39015444	165	*	X21948	2740	39016557	39055520	38964	+	1112	upstream	1112	GLP1R
chr6	39015700	39015834	135	*	X21949	2740	39016557	39055520	38964	+	722	upstream	722	GLP1R
chr6	39015700	39015834	135	*	X21950	2740	39016557	39055520	38964	+	722	upstream	722	GLP1R
chr6	39016240	39016300	61	*	X21951	2740	39016557	39055520	38964	+	256	upstream	256	GLP1R
chr6	39016240	39016389	150	*	X21952	2740	39016557	39055520	38964	+	167	upstream	167	GLP1R
chr6	39016405	39016408	4	*	X21953	2740	39016557	39055520	38964	+	148	upstream	148	GLP1R
chr6	39016690	39016914	225	*	X21954	2740	39016557	39055520	38964	+	0	inside	132	GLP1R
chr6	39282111	39282207	97	*	X21958	89822	39266777	39282237	15461	-	0	inside	29	KCNK17
chr6	39282260	39282305	46	*	X21959	89822	39266777	39282237	15461	-	22	upstream	22	KCNK17
chr6	39283176	39283310	135	*	X21960	89822	39266777	39282237	15461	-	938	upstream	938	KCNK17
chr6	39760292	39760342	51	*	X21961	23500	39760159	39872653	112495	+	0	inside	132	DAAM2
chr6	40555265	40555396	132	*	X21967	57497	40359373	40555126	195754	-	138	upstream	138	LRFN2
chr6	40556645	40556934	290	*	X21968	57497	40359373	40555126	195754	-	1518	upstream	1518	LRFN2
chr6	41513161	41513238	78	*	X22037	116113	41514164	41570122	55959	+	925	upstream	925	FOXP4
chr6	41513161	41513280	120	*	X22038	116113	41514164	41570122	55959	+	883	upstream	883	FOXP4
chr6	41604514	41604723	210	*	X22048	4188	41606195	41621982	15788	+	1471	upstream	1471	MDFI
chr6	41605669	41605833	165	*	X22049	4188	41606195	41621982	15788	+	361	upstream	361	MDFI
chr6	41606044	41606150	107	*	X22050	4188	41606195	41621982	15788	+	44	upstream	44	MDFI
chr6	41749251	41749415	165	*	X22053	10817	41737914	41747630	9717	-	1620	upstream	1620	FRS3
chr6	41749251	41749415	165	*	X22054	10817	41737914	41747630	9717	-	1620	upstream	1620	FRS3
chr6	41753931	41754128	198	*	X22056	100188893	41754178	41757634	3457	+	49	upstream	49	TOMM6
chr6	42016304	42016573	270	*	X22059	129685	42018251	42055199	36949	+	1677	upstream	1677	TAF8
chr6	42016304	42016573	270	*	X22059	896	41902671	42016610	113940	-	0	inside	36	CCND3
chr6	42927298	42927351	54	*	X22061	27232	42928500	42931618	3119	+	1148	upstream	1148	GNMT
chr6	42927232	42927351	120	*	X22062	27232	42928500	42931618	3119	+	1148	upstream	1148	GNMT
chr6	43210768	43211181	414	*	X22063	84630	43211222	43255997	44776	+	40	upstream	40	TTBK1
chr6	43210768	43211245	478	*	X22064	84630	43211222	43255997	44776	+	0	overlapStart	0	TTBK1
chr6	43424062	43424181	120	*	X22086	65989	43418090	43423786	5697	-	275	upstream	275	DLK2
chr6	43424062	43424181	120	*	X22087	65989	43418090	43423786	5697	-	275	upstream	275	DLK2
chr6	44237879	44237885	7	*	X22091	441151	44238480	44275966	37487	+	594	upstream	594	TMEM151B
chr6	44237879	44238189	311	*	X22092	441151	44238480	44275966	37487	+	290	upstream	290	TMEM151B
chr6	46621109	46621288	180	*	X22119	51302	46517445	46620523	103079	-	585	upstream	585	CYP39A1
chr6	49517235	49517354	120	*	X22130	135398	49518113	49519808	1696	+	758	upstream	758	C6orf141
chr6	49517460	49517467	8	*	X22131	135398	49518113	49519808	1696	+	645	upstream	645	C6orf141
chr6	49517686	49517924	239	*	X22132	135398	49518113	49519808	1696	+	188	upstream	188	C6orf141
chr6	49518135	49518449	315	*	X22133	135398	49518113	49519808	1696	+	0	inside	21	C6orf141
chr6	50679321	50679575	255	*	X22150	83741	50681257	50740746	59490	+	1681	upstream	1681	TFAP2D
chr6	50680086	50680235	150	*	X22151	83741	50681257	50740746	59490	+	1021	upstream	1021	TFAP2D
chr6	50785355	50785473	119	*	X22156	7021	50786439	50815326	28888	+	965	upstream	965	TFAP2B
chr6	53410151	53410155	5	*	X22183	2729	53362140	53409927	47788	-	223	upstream	223	GCLC
chr6	53410651	53410755	105	*	X22184	2729	53362140	53409927	47788	-	723	upstream	723	GCLC
chr6	53410651	53410755	105	*	X22185	2729	53362140	53409927	47788	-	723	upstream	723	GCLC
chr6	55037601	55037720	120	*	X22188	3062	55039071	55147418	108348	+	1350	upstream	1350	HCRTR2
chr6	56818711	56818789	79	*	X22192	221336	56819773	56892142	72370	+	983	upstream	983	BEND6
chr6	62996845	62996904	60	*	X22193	202559	62389865	62996100	606236	-	744	upstream	744	KHDRBS2
chr6	69345547	69345651	105	*	X22196	577	69345632	70099403	753772	+	0	overlapStart	0	ADGRB3
chr6	70576393	70576459	67	*	X22203	1310	70576448	70922157	345710	+	0	overlapStart	0	COL19A1
chr6	70576393	70576512	120	*	X22204	1310	70576448	70922157	345710	+	0	overlapStart	0	COL19A1
chr6	71666570	71666749	180	*	X22221	135152	71571069	71666788	95720	-	0	inside	38	B3GAT2
chr6	71666795	71667094	300	*	X22222	135152	71571069	71666788	95720	-	6	upstream	6	B3GAT2
chr6	71666795	71667094	300	*	X22223	135152	71571069	71666788	95720	-	6	upstream	6	B3GAT2
chr6	71667365	71667484	120	*	X22224	135152	71571069	71666788	95720	-	576	upstream	576	B3GAT2
chr6	71667365	71667484	120	*	X22225	135152	71571069	71666788	95720	-	576	upstream	576	B3GAT2
chr6	71668745	71668879	135	*	X22226	135152	71571069	71666788	95720	-	1956	upstream	1956	B3GAT2
chr6	73330127	73330261	135	*	X22227	56479	73331571	73908573	577003	+	1309	upstream	1309	KCNQ5
chr6	73330277	73330396	120	*	X22228	56479	73331571	73908573	577003	+	1174	upstream	1174	KCNQ5
chr6	73330742	73330876	135	*	X22229	56479	73331571	73908573	577003	+	694	upstream	694	KCNQ5
chr6	73331471	73331518	48	*	X22230	56479	73331571	73908573	577003	+	52	upstream	52	KCNQ5
chr6	74162160	74162274	115	*	X22236	115004	74134856	74162043	27188	-	116	upstream	116	CGAS
chr6	75915433	75915504	72	*	X22238	1303	75794042	75915623	121582	-	0	inside	118	COL12A1
chr6	75916052	75916107	56	*	X22239	1303	75794042	75915623	121582	-	428	upstream	428	COL12A1
chr6	78173859	78174150	292	*	X22243	3351	78171948	78173120	1173	-	738	upstream	738	HTR1B
chr6	78173656	78173816	161	*	X22244	3351	78171948	78173120	1173	-	535	upstream	535	HTR1B
chr6	78174808	78174912	105	*	X22245	3351	78171948	78173120	1173	-	1687	upstream	1687	HTR1B
chr6	78174808	78174912	105	*	X22246	3351	78171948	78173120	1173	-	1687	upstream	1687	HTR1B
chr6	84419065	84419104	40	*	X22252	9892	84262605	84419127	156523	-	0	inside	22	SNAP91
chr6	84419150	84419254	105	*	X22253	9892	84262605	84419127	156523	-	22	upstream	22	SNAP91
chr6	84420334	84420453	120	*	X22254	9892	84262605	84419127	156523	-	1206	upstream	1206	SNAP91
chr6	84743618	84743850	233	*	X22258	112609	84743420	84800605	57186	+	0	inside	197	MRAP2
chr6	88875694	88875727	34	*	X22271	1268	88849585	88875767	26183	-	0	inside	39	CNR1
chr6	88876955	88877059	105	*	X22272	1268	88849585	88875767	26183	-	1187	upstream	1187	CNR1
chr6	89827912	89828135	224	*	X22274	135295	89805678	89827800	22123	-	111	upstream	111	SRSF12
chr6	89855686	89856015	330	*	X22276	135293	89855769	89875288	19520	+	0	overlapStart	0	PM20D2
chr6	90121714	90121727	14	*	X22279	58528	90074335	90121995	47661	-	0	inside	267	RRAGD
chr6	90122845	90122913	69	*	X22280	58528	90074335	90121995	47661	-	849	upstream	849	RRAGD
chr6	90122779	90122913	135	*	X22281	58528	90074335	90121995	47661	-	783	upstream	783	RRAGD
chr6	90123034	90123153	120	*	X22282	58528	90074335	90121995	47661	-	1038	upstream	1038	RRAGD
chr6	90123034	90123153	120	*	X22283	58528	90074335	90121995	47661	-	1038	upstream	1038	RRAGD
chr6	90123724	90123864	141	*	X22284	58528	90074335	90121995	47661	-	1728	upstream	1728	RRAGD
chr6	90143156	90143268	113	*	X22285	22881	90142897	90343553	200657	+	0	inside	258	ANKRD6
chr6	100441661	100441765	105	*	X22323	728012	100441914	100524295	82382	+	148	upstream	148	MCHR2-AS1
chr6	105584163	105584209	47	*	X22336	154442	105585562	105617819	32258	+	1352	upstream	1352	BVES-AS1
chr6	105584163	105584297	135	*	X22337	154442	105585562	105617819	32258	+	1264	upstream	1264	BVES-AS1
chr6	105584343	105584546	204	*	X22338	154442	105585562	105617819	32258	+	1015	upstream	1015	BVES-AS1
chr6	105585329	105585437	109	*	X22339	154442	105585562	105617819	32258	+	124	upstream	124	BVES-AS1
chr6	105585329	105585437	109	*	X22339	11149	105544699	105585049	40351	-	279	upstream	279	BVES
chr6	105585288	105585437	150	*	X22340	154442	105585562	105617819	32258	+	124	upstream	124	BVES-AS1
chr6	105585288	105585437	150	*	X22340	11149	105544699	105585049	40351	-	238	upstream	238	BVES
chr6	105585498	105585692	195	*	X22341	154442	105585562	105617819	32258	+	0	overlapStart	0	BVES-AS1
chr6	105585498	105585692	195	*	X22341	11149	105544699	105585049	40351	-	448	upstream	448	BVES
chr6	105585498	105585692	195	*	X22342	154442	105585562	105617819	32258	+	0	overlapStart	0	BVES-AS1
chr6	105585498	105585692	195	*	X22342	11149	105544699	105585049	40351	-	448	upstream	448	BVES
chr6	105628003	105628097	95	*	X22343	64208	105605775	105627858	22084	-	144	upstream	144	POPDC3
chr6	106533709	106533828	120	*	X22353	639	106534195	106557814	23620	+	366	upstream	366	PRDM1
chr6	106957670	106957728	59	*	X22357	202	106959305	107018334	59030	+	1576	upstream	1576	CRYBG1
chr6	107810295	107810328	34	*	X22358	55084	107811317	107982513	171197	+	988	upstream	988	SOBP
chr6	110300167	110300316	150	*	X22393	2830	110300298	110301924	1627	+	0	overlapStart	0	GPR6
chr6	114176772	114176920	149	*	X22404	4082	114178527	114184652	6126	+	1606	upstream	1606	MARCKS
chr6	114176636	114176920	285	*	X22405	4082	114178527	114184652	6126	+	1606	upstream	1606	MARCKS
chr6	116782794	116782855	62	*	X22407	441168	116782533	116784934	2402	+	0	inside	260	CALHM6
chr6	116782794	116782958	165	*	X22408	441168	116782533	116784934	2402	+	0	inside	260	CALHM6
chr6	117197055	117197174	120	*	X22409	222546	117198376	117253326	54951	+	1201	upstream	1201	RFX6
chr6	117197730	117197864	135	*	X22410	222546	117198376	117253326	54951	+	511	upstream	511	RFX6
chr6	117584933	117585067	135	*	X22411	245806	117586721	117594728	8008	+	1653	upstream	1653	VGLL2
chr6	117585593	117585757	165	*	X22412	245806	117586721	117594728	8008	+	963	upstream	963	VGLL2
chr6	117586043	117586177	135	*	X22413	245806	117586721	117594728	8008	+	543	upstream	543	VGLL2
chr6	117802696	117802830	135	*	X22416	285761	117803820	117891020	87201	+	989	upstream	989	DCBLD1
chr6	117802696	117802830	135	*	X22417	285761	117803820	117891020	87201	+	989	upstream	989	DCBLD1
chr6	117803581	117803713	133	*	X22418	285761	117803820	117891020	87201	+	106	upstream	106	DCBLD1
chr6	119671293	119671479	187	*	X22427	4121	119498366	119670931	172566	-	361	upstream	361	MAN1A1
chr6	124124667	124124736	70	*	X22432	154215	124125069	125146786	1021718	+	332	upstream	332	NKAIN2
chr6	126068858	126069067	210	*	X22435	23493	126068780	126082415	13636	+	0	inside	77	HEY2
chr6	127438662	127438811	150	*	X22437	84870	127440048	127518910	78863	+	1236	upstream	1236	RSPO3
chr6	127438662	127438811	150	*	X22438	84870	127440048	127518910	78863	+	1236	upstream	1236	RSPO3
chr6	127438977	127438998	22	*	X22439	84870	127440048	127518910	78863	+	1049	upstream	1049	RSPO3
chr6	127438977	127439141	165	*	X22440	84870	127440048	127518910	78863	+	906	upstream	906	RSPO3
chr6	127439247	127439486	240	*	X22441	84870	127440048	127518910	78863	+	561	upstream	561	RSPO3
chr6	132722874	132723173	300	*	X22448	26002	132617194	132722664	105471	-	209	upstream	209	MOXD1
chr6	132722874	132723173	300	*	X22449	26002	132617194	132722664	105471	-	209	upstream	209	MOXD1
chr6	132724284	132724357	74	*	X22450	26002	132617194	132722664	105471	-	1619	upstream	1619	MOXD1
chr6	132724284	132724463	180	*	X22451	26002	132617194	132722664	105471	-	1619	upstream	1619	MOXD1
chr6	135501513	135501549	37	*	X22454	4602	135502453	135540311	37859	+	903	upstream	903	MYB
chr6	137242931	137243065	135	*	X22462	340146	137243402	137246776	3375	+	336	upstream	336	SLC35D3
chr6	137815197	137815346	150	*	X22471	167826	137813336	137815531	2196	-	0	inside	184	OLIG3
chr6	137815992	137816156	165	*	X22472	167826	137813336	137815531	2196	-	460	upstream	460	OLIG3
chr6	137816769	137816801	33	*	X22473	167826	137813336	137815531	2196	-	1237	upstream	1237	OLIG3
chr6	137816892	137817026	135	*	X22474	167826	137813336	137815531	2196	-	1360	upstream	1360	OLIG3
chr6	138189160	138189309	150	*	X22478	100130476	138144807	138189370	44564	-	0	inside	60	WAKMAR2
chr6	138481525	138481644	120	*	X22479	57221	138483053	138665800	182748	+	1408	upstream	1408	ARFGEF3
chr6	138482380	138482514	135	*	X22480	57221	138483053	138665800	182748	+	538	upstream	538	ARFGEF3
chr6	142409971	142410075	105	*	X22482	4829	142396745	142409936	13192	-	34	upstream	34	NMBR
chr6	142622582	142622701	120	*	X22483	57211	142623056	142767403	144348	+	354	upstream	354	ADGRG6
chr6	144329693	144329788	96	*	X22507	57061	144324034	144329867	5834	-	0	inside	78	HYMAI
chr6	144329594	144329788	195	*	X22508	57061	144324034	144329867	5834	-	0	inside	78	HYMAI
chr6	144385709	144385843	135	*	X22511	5325	144261437	144385735	124299	-	0	overlapStart	0	PLAGL1
chr6	144471129	144471233	105	*	X22512	8676	144471654	144513076	41423	+	420	upstream	420	STX11
chr6	144471459	144471560	102	*	X22513	8676	144471654	144513076	41423	+	93	upstream	93	STX11
chr6	144471879	144472028	150	*	X22514	8676	144471654	144513076	41423	+	0	inside	224	STX11
chr6	147827924	147828073	150	*	X22525	389432	147829828	147891157	61330	+	1754	upstream	1754	SAMD5
chr6	147828899	147828913	15	*	X22526	389432	147829828	147891157	61330	+	914	upstream	914	SAMD5
chr6	147828988	147829108	121	*	X22527	389432	147829828	147891157	61330	+	719	upstream	719	SAMD5
chr6	150262784	150262903	120	*	X22547	80328	150263136	150270368	7233	+	232	upstream	232	ULBP2
chr6	150262979	150263113	135	*	X22548	80328	150263136	150270368	7233	+	22	upstream	22	ULBP2
chr6	150263309	150263713	405	*	X22549	80328	150263136	150270368	7233	+	0	inside	172	ULBP2
chr6	150283278	150283379	102	*	X22552	80329	150285143	150294846	9704	+	1763	upstream	1763	ULBP1
chr6	150285148	150285197	50	*	X22553	80329	150285143	150294846	9704	+	0	inside	4	ULBP1
chr6	150285273	150285422	150	*	X22554	80329	150285143	150294846	9704	+	0	inside	129	ULBP1
chr6	150326039	150326063	25	*	X22577	646024	150319155	150326280	7126	-	0	inside	216	RAET1K
chr6	150327164	150327328	165	*	X22578	646024	150319155	150326280	7126	-	883	upstream	883	RAET1K
chr6	150327164	150327328	165	*	X22579	646024	150319155	150326280	7126	-	883	upstream	883	RAET1K
chr6	150327524	150327808	285	*	X22580	646024	150319155	150326280	7126	-	1243	upstream	1243	RAET1K
chr6	150327524	150327808	285	*	X22581	646024	150319155	150326280	7126	-	1243	upstream	1243	RAET1K
chr6	150348540	150348674	135	*	X22587	154064	150341266	150346668	5403	-	1871	upstream	1871	RAET1L
chr6	150391129	150391185	57	*	X22596	79465	150383341	150390283	6943	-	845	upstream	845	ULBP3
chr6	150463669	150463848	180	*	X22597	81706	150464188	150571528	107341	+	339	upstream	339	PPP1R14C
chr6	150920882	150921001	120	*	X22601	57480	150920999	151164799	243801	+	0	overlapStart	0	PLEKHG1
chr6	158402155	158402319	165	*	X22618	8871	158402888	158520207	117320	+	568	upstream	568	SYNJ2
chr6	159588394	159588498	105	*	X22625	84624	159590429	159693140	102712	+	1930	upstream	1930	FNDC1
chr6	159588904	159589248	345	*	X22626	84624	159590429	159693140	102712	+	1180	upstream	1180	FNDC1
chr6	159588904	159589248	345	*	X22627	84624	159590429	159693140	102712	+	1180	upstream	1180	FNDC1
chr6	159589789	159589923	135	*	X22628	84624	159590429	159693140	102712	+	505	upstream	505	FNDC1
chr6	159590044	159590178	135	*	X22629	84624	159590429	159693140	102712	+	250	upstream	250	FNDC1
chr6	160767519	160767638	120	*	X22635	6581	160769405	160873611	104207	+	1766	upstream	1766	SLC22A3
chr6	160768209	160768358	150	*	X22636	6581	160769405	160873611	104207	+	1046	upstream	1046	SLC22A3
chr6	160768209	160768358	150	*	X22637	6581	160769405	160873611	104207	+	1046	upstream	1046	SLC22A3
chr6	160768514	160768568	55	*	X22638	6581	160769405	160873611	104207	+	836	upstream	836	SLC22A3
chr6	160768419	160768568	150	*	X22639	6581	160769405	160873611	104207	+	836	upstream	836	SLC22A3
chr6	160769371	160769573	203	*	X22640	6581	160769405	160873611	104207	+	0	overlapStart	0	SLC22A3
chr6	160769259	160769269	11	*	X22641	6581	160769405	160873611	104207	+	135	upstream	135	SLC22A3
chr6	166076380	166076424	45	*	X22652	10846	165740776	166075588	334813	-	791	upstream	791	PDE10A
chr6	166076349	166076424	76	*	X22653	10846	165740776	166075588	334813	-	760	upstream	760	PDE10A
chr6	166076470	166076673	204	*	X22654	10846	165740776	166075588	334813	-	881	upstream	881	PDE10A
chr6	166076470	166076799	330	*	X22655	10846	165740776	166075588	334813	-	881	upstream	881	PDE10A
chr6	166399696	166399995	300	*	X22662	441177	166401039	166403103	2065	+	1043	upstream	1043	LINC00602
chr6	166400086	166400385	300	*	X22663	441177	166401039	166403103	2065	+	653	upstream	653	LINC00602
chr6	166400431	166400625	195	*	X22664	441177	166401039	166403103	2065	+	413	upstream	413	LINC00602
chr6	166401316	166401435	120	*	X22665	441177	166401039	166403103	2065	+	0	inside	276	LINC00602
chr6	166401316	166401435	120	*	X22665	90632	166337536	166401527	63992	-	0	inside	91	LINC00473
chr6	166402516	166402650	135	*	X22666	90632	166337536	166401527	63992	-	988	upstream	988	LINC00473
chr6	166582237	166582401	165	*	X22677	6862	166571146	166582157	11012	-	79	upstream	79	TBXT
chr6	166583242	166583361	120	*	X22678	6862	166571146	166582157	11012	-	1084	upstream	1084	TBXT
chr6	166722978	166723097	120	*	X22684	285800	166719168	166721871	2704	-	1106	upstream	1106	PRR18
chr6	166723293	166723294	2	*	X22685	285800	166719168	166721871	2704	-	1421	upstream	1421	PRR18
chr6	167276836	167276985	150	*	X22687	6196	166822854	167275771	452918	-	1064	upstream	1064	RPS6KA2
chr6	168841726	168842025	300	*	X22693	64094	168841831	169068674	226844	+	0	overlapStart	0	SMOC2
chr6	170599556	170599675	120	*	X22705	28514	170591294	170599697	8404	-	0	inside	21	DLL1
chr6	170599736	170599741	6	*	X22706	28514	170591294	170599697	8404	-	38	upstream	38	DLL1
chr6	170600670	170600952	283	*	X22707	28514	170591294	170599697	8404	-	972	upstream	972	DLL1
chr7	329497	329616	120	*	X22718	100288524	330136	331454	1319	+	519	upstream	519	FOXL3-OT1
chr7	329767	329806	40	*	X22719	100288524	330136	331454	1319	+	329	upstream	329	FOXL3-OT1
chr7	329955	330111	157	*	X22720	100288524	330136	331454	1319	+	24	upstream	24	FOXL3-OT1
chr7	330232	330666	435	*	X22721	100288524	330136	331454	1319	+	0	inside	95	FOXL3-OT1
chr7	559969	560118	150	*	X22726	441307	560028	564869	4842	+	0	overlapStart	0	HRAT92
chr7	559969	560118	150	*	X22726	5154	536897	559481	22585	-	487	upstream	487	PDGFA
chr7	561439	561618	180	*	X22727	5154	536897	559481	22585	-	1957	upstream	1957	PDGFA
chr7	561439	561618	180	*	X22728	5154	536897	559481	22585	-	1957	upstream	1957	PDGFA
chr7	1271599	1271823	225	*	X22749	340260	1272654	1276613	3960	+	830	upstream	830	UNCX
chr7	1272124	1272129	6	*	X22750	340260	1272654	1276613	3960	+	524	upstream	524	UNCX
chr7	1272299	1272318	20	*	X22751	340260	1272654	1276613	3960	+	335	upstream	335	UNCX
chr7	4998449	4998583	135	*	X22862	221938	4931876	4998844	66969	-	0	inside	260	MMD2
chr7	4998689	4998821	133	*	X22863	221938	4931876	4998844	66969	-	0	inside	22	MMD2
